autor,link,chiste,manitas
drakew0w,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7495,"
										Un tio va a una gasolinera:

+ Hola buenas noches, una caja de condones porfavor.

- Son 10€, quieres una bolsa?

+ No gracias, esta vez es guapa.
  
  Perdon, la proxima vez que postee un chiste voy a mpearos para saber si esta repetido jejjj									",0
Ew0k,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7442,"
										+ Hace tiempo que tengo un panda -

 ¿Cuántos km llevas con el?

 + Ninguno. El día que lo compré me mordió las piernas y me quedé paralítico									",1
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7443,"
										",1
Dforty,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7444,"
										- ¿Qué hacéis?

+ Chupamos la mesa.

-  Lamen table...									",1
frandqt,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7445,"
										
  que es un table?
  yo de ingles solo las de mi novia y las mias, poco mas!									",1
HNo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7446,"
										
  tú de ingles poco eh?									",1
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7447,"
										
  Joder que grande como ha salvado el owned xD									",1
sperminator,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7448,"
										¿Por qué las Mujeres ven las Pelis Porno hasta el Final?
									",1
PolloPDZ,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7449,"
										Una chica que llega con la compra a la caja del Mercadona y el cajero se pone a pasarle la compra:

""pip"" desodorante, ""pip"" bolsa de ensalada, ""pip"" Unas flautas de pollo y queso, ""pip"" pipas, etc.

Termina de pasar los productos y le dice el cajero: 

- Soltera verdad?

- Oh! lo has sabido por la compra?

- No, por lo fea que eres hdp!

_________________________________________________

2 Gitanos en el Nilo:

- Aaaayy Papaaaa!! Matamos il último cocodrilo y si no lleva botas no vamos ya pa la casa eh!!									",1
dervil,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7450,"
										
  no pillo el del gitano									",0
Darkveider,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7451,"
										
  Se piensan que las botas de piel de cocodrilo son las botas que lleva una cocodrilo.									",1
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7496,"
										
  jajajjaj que grande nunca lo habia oido ni visto por aqui, ah no! que es mas viejo que el atun y  se habra posteado 501200310230 veces.									",0
ovarious,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7497,"
										
  hostia, ese es nuevo									",1
AkaiRyu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7498,"
										
  
  

Vuestro post es mas inutil que un chiste repetido.

PD.

-Mamá mamá! Porqué tiramos el coche por el barranco?

-Shhhhhtt! Que despertarás a tu padre.									",1
benitogb,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7499,"
										
  Esos no eran los dibujos animados favoritos del capitán del costa concordia? xDD									",0
ovarious,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/250#7500,"
										
  hostia, ese es nuevo									",1
benitogb,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7452,"
										Señores de Matutano, se les ha colado una patata en mi bolsa de aire.									",1
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7453,"
										En el instituto la llamaban la zapatilla porque todos se la habían calzado.									",1
AlexGc,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7454,"
										Que hace un pez mago?
									",1
raulion,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7455,"
										A ver que os parece: (visto en el Jueves)

¿Que mierda de nombre es Wert para un ministro?

¿Que sera lo próximo Asdfg? ¿Poiuy?									",1
ludo90,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7456,"
										
  A mí me parece que ""el jueves"" hace chistes mucho más graciosos como para quedarte con ese xD									",1
Busgosu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7457,"
										
  

+1									",0
buga,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7458,"
										- Hola, le llamo del 1004

- Imposible, hasta 1876 no se inventó el teléfono									",1
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7459,"
										-Hola, soy del 1004

-Bueno, yo del 87 pero la edad no importa.									",1
Sastreator,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7460,"
										-Hola, soy del 1004

-Y esto es Jackass.									",1
Lolazo87,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7461,"
										-Hola, soy del mil...

-Que dejes de llamar ostia, que ya me llamaste la pagina anterior!									",1
HG_Tevez,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7462,"
										-Hola soy del mil....

-Mierda este chiste se va a como el de pizzas y putas...									",1
PancreasYEAH,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#121,"
										Donde vive guti?

En la peluqueria.									",0
Skone,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7464,"
										
  1004 banes te tenian que caer									",1
Slayro,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7465,"
										Chistes patrocinados por timofónica									",0
granaino127,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#122,"
										Ba otro malo que me animo....

¿ Que son 20 talibanes cogidos de la mano ?

xDD!!!									",0
el_figura,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#123,"
										Esto son nadie, ninguno y tonto, nadie se cae a un pozo y ninguno va a salvarlo, coje tonto y va a la policia a por ayuda y dice, ¡nadie se ha caido en un pozo y ninguno a ido ha salvarlo!. Le dice el policia, Tu eres tonto? y dice encantado xD									",0
vulkaNorz,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#124,"
										dios uno con el que me parti ayer XD

- ¿Cual es la moto de Irene Villa?

- La Honda Expansiva.									",0
tute07011988,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#125,"
										
  jajajajajajaja, lo añado a la colección de Irene Villa...

- Oye, me he comprado 100 palomas

- Mensajeras?

- No, no te exagero									",0
Ismelldrama,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#126,"
										Dios que tristes son algunos xD									",0
vulkaNorz,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#127,"
										ajjajaaj y otro mas

- ¿Que es Irene Villa subida a un caballo?

- Un centauro.									",0
R3DKNIF3,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#91,"
										Esto va un tio a un bar y la camarera es negra, a eso que el tio dice:

Tio: dame un agua, negra!

Camarera: tu lo que quieres es una cocacola.

Entra un tio al medico y dice:

Tio: me duele aqui aqui aqui aqui aqui aqui (señalandose con el dedo a diferentes partes)

Medico: tu lo que tienes es el dedo roto gilipollas									",0
daxete,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7466,"
										snorky pls									",0
Li3cht,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7467,"
										
  Prometo decir eso si me llaman del 1004.									",0
Ne0x,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7468,"
										Van dos cañones de tia por la calle y

PUM

PUM									",1
Sastreator,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/249#7469,"
										—¡Me encanta tu PECHONALIDAD! 

+ Eres un puto ninfomano 

—Qué pene de malo? 

+ Nada 

—Polla'sta 

+Ninfomano de mierda 

—Tetas pasando..									",1
Fenix-1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#128,"
										
  Ese ""Ba otro que me animo"" es el mejor chiste de las últimas páginas xDDDD									",0
zildjian,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#129,"
										Esto entra un calvo a una peluquería y dice:

-Uy perdón que me he equivocado

xDD									",0
TabrisEchoes,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#130,"
										-Ostras tío, el otro día encontré un anuncio en el diario que ponía: francés, alemán, griego... a 6€ la hora. Y sabes qué? Eran idiomas tío...									",0
Scerin,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#132,"
										El otro dia vi a cuatro cabezas rapadas pegando a un negro, y yo pensando ""me meto¿?¿? no me meto¿?¿?""  total que al final entre lo 5 le metimos una paliza.									",0
sergiovk,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#133,"
										Pues esto van dos putas y se cae tu madre									",0
Netcore,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#135,"
										Porque se suicido el libro de mates?
									",0
kerm4n,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#136,"
										- me da 5 chicles porfavor

- Chein?

- no, chinco									",0
R3DW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#137,"
										¿A que se parece Irene Villa subida en un camión?
									",0
g0tO,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#138,"
										Qué hace Irene Villa en la piscina?

es durísimo",0
R3DW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#139,"
										Llega uno corriendo a la panaderia a ultima hora. La panaderia a punto de cerrar y le dice al panadero:

- Oye, ¿te queda pan?

- Si claro caballero.

- PUES TE JODES. xD									",0
g0tO,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#92,"
										
  el primero no es asi, es:

Cliente: Dame un Vodka Negro

Camarero negro: cómo quiere el vodka caballero?									",0
Ismelldrama,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#93,"
										Este es un tío tan gafe tan gafe que se sentó en un pajar y se clavó la aguja jeajejajejjaea.

Un tío va a una óptica y dice: 

-¿Me dará unas gafas para leer?.

-Pero si ayer ya le vendí unas... -respondiendo el médico.

-Es que ya me las he leído, tú.									",0
eL_aiRMax,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#94,"
										diosssssss pienso hacer un txt. y guardarlo como oro en paño entre mis documentos, que grandiosos algunos xdddddddd									",0
KeRNeL,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#95,"
										chanante!!									",0
g0tO,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#140,"
										Llega uno corriendo a la polleria a ultima hora. La pollería a punto de cerrar y le dice al pollero:

- Oye, ¿te queda pollo?

- Si claro caballero.

- PUES TE JODES. xD									",0
Pikachu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#141,"
										donde cuelga superman su supercapa?

en super chero									",0
helicon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#142,"
										¿que hace un gorila metiendo la polla por una trompeta al revés mientras superman la toca?

yo tampoco lo sé

pd. ¿algiuen ha pillado mi fail? xDDDDDDDDDDd espero que no
  maldito cabron xDDDDD al menos creo que nadie ha hecho fotos									",0
_oip_,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#96,"
										Le dice un albañil a otro: haz la masa.

- GRRRRRRRRRRRRRRRGHH!

Este es 
:

Están dos tíos por el campo y ven un pozo que parecía muy hondo, en esto que pillan una piedra enorme y la tiran (para ver cuán hondo es) el caso es que no suena nada, y de repente ven a una cabra tirarse de cabeza (WTF!?).

Viene un pastor y les pregunta: ""Ey! Habéis visto una cabra por aquí?""

- Sí, se ha caído al pozo.

- Imposible, estaba atada a una piedra enorme.

..

...

....

.....

......

.......

/chiste Krusty									",0
shakespeare,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#98,"
										
  XDDDDDDDDDDDDDDD joder soy de risa fácil :X									",0
Namibio,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#99,"
										Entra un pavo a un bar y dice:

- PBBLBLBBLbLBLBbLbLBlBLBlBLB									",0
PancreasYEAH,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#100,"
										

Hay 2 sabanas colgadas del tenderete, y hay una que se mueve to loco (hay que hacer gestos como si os llevara el viento), pero el otro esta tranquilo y sin moverse nada, y le dice:

-Oye, por que te mueves tanto?

-SE ME A IO LA PINZA SE ME A IO LA PINZA!!! 

(Esto ultimo con voz de valeron,moviendote to loco, risas aseguradas entre borrachos y votamicuerpos) 									",0
templari0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#101,"
										está una muchacha que le olía muchísimo el aliento y estaba en la discoteca y estaba en un rincón apartada sin bailar ni nada y se le acerca un chaval y le dice:

Chic
: bailas?

Chic
: no

Chic
: te has peio?

Chic
: no

Chic
: otra vez?									",0
Scerin,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#102,"
										2 retrasados van por la calle y de repente se encuentran un bombon.

(con voz de retrasado)

-VaMoS A sOrTeArLa, ¿quE maNo eLigEs?

-La MaNo dEl BomboN

-Jo TiO, que SuErTe TiEnEs									",0
R3DW,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#143,"
										¿Que le dice batman a robin antes de subir al batmovil?
									",0
Luis2,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#144,"
										
  yo lo vi sin spoiler xDDD									",0
KaNeM,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#145,"
										van dos putas en moto y se cae tu madre									",0
helicon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#146,"
										van dos en una moto y se cae sete gibernau									",0
frantxu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/5#147,"
										Se abre el telon, y aparecen Al Gore y Cameron Diaz pasando por el escenario, se cierra el telon. ¿Como se llama la pelicula?

Al Gore pasa con Mary.									",0
Enkripted,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#104,"
										- Abordar el barco!!!

Y el barco quedó precioso!!!									",0
MikeSullivan,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#105,"
										
  Yo lo conocia con panaderos

Manuel haz la masa

GRRR

CON EL RODILLO HOMBRE

Coge el rodillo y GRRR xD.

Este es cruel mas que malo:

¿Que hace stephen hawking tomando el sol en la  playa?

La fotosintesis .									",0
Khanser,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/4#106,"
										-Tio, el otro dia llamé al numero 1383474575391023040501928374757328123498123401234153423448357 123411234343112^23423423412341234123432412341447758190239847

029834750922176987610293497826340526945284375692873645102340

987263495123412341234123487612348712786348612574536532423143

2675476437865697857654876850987986587670'98098769807'80987609

87087698657656907698763

-Y qué te salió?

-Un callo en el dedo

xDD",0
